formula,PROPERTY: Nearest DFT Formation Energy (eV),PROPERTY: Tg (K),PROPERTY: Tl (K),PROPERTY: Tx (K),PROPERTY: Trg,PROPERTY: $\gamma$,PROPERTY: $\omega$
Ca70Mg10Zn20,-1.934044093,367,657,399,0.5586,0.38965,0.203004466
Zr50Cu38Ag12,-6.466345613,663,1187,734,0.5586,0.3968,0.186511489
Cu45Zr15Ag10Hf30,-6.574756138,712,1275,799,0.5584,0.4021,0.174456133
Mg30Sr70,-1.671003602,390,699,,0.558,,
Ti65Be18Cu9Ni8,-6.772801443,635,1136,670,0.558,0.378,0.230652216
Ti40Zr10Cu40Pd10,-5.870561678,660,1184,709,0.55743,0.38449,0.215053763
Ca55Mg15Zn30,-1.82594418,387,696,419,0.55603,0.38689,0.208947115
Cu42Zr42Ag16,-6.262430371,685,1232,757,0.556,0.3949,0.190229798
Mg65Cu25Ho10,-2.386761387,417,751,473,0.55526,0.40497,0.167565937
Fe63C15Mo14Er2B6,-8.643151418,771,1389,830,0.55508,0.38426,0.215026018
Mg65.5Cu25.4Gd9,-2.386761387,411,741,457,0.55466,0.3967,0.185801081
Cu50Zr50,-6.262430371,686,1237,744,0.5546,0.3869,0.208572322
Ti50Ni24Cu20BSi2Sn3,-6.372326558,726,1310,800,0.5542,0.39293,0.194337019
Ca55Mg20Cu25,-2.302321718,399,720,426,0.55417,0.3807,0.223483663
Mg58.5Cu30.5Y11,-2.386761387,422,762,496,0.55381,0.41892,0.137969095
Mg63Cu27Gd10,-2.386761387,418,755,481,0.55364,0.41006,0.156320833
Mg70Ni15Nd15,-2.616732385,467,844,489,0.55332,0.373,0.24258
Cu54Ni6Zr22Ti18,-5.968889323,712,1287,769,0.553224553,0.384692346,0.249351334
Ni43.2Fe28.8B19.2Si4.8Nb4,-6.34711295,745,1348,795,0.553,0.37984,0.225210008
Ni50.4Fe21.6B19.2Si4.8Nb4,-6.34711295,750,1356,795,0.553,0.37749,0.231144396
Mg61.5Cu29.5Gd9,-2.386761387,433,785,472,0.55159,0.38752,0.206372792
Mg59Cu31Gd10,-2.386761387,424,769,482,0.55137,0.40402,0.168856168
Mg61Cu29Gd10,-2.386761387,420,762,480,0.55118,0.40609,0.164341238
Co64.8Fe7.2B19.2Si4.8Nb4,-7.35055566,803,1457,843,0.551,0.37301,0.241931582
Mg65Cu25Er10,-2.386761387,422,766,480,0.55091,0.40404,0.16872796
Mg57Cu31.5Y9.2Nd2.3,-2.386761387,428,777,502,0.55084,0.4166,0.142217166
Ni69Cr8.5Nb3P14.5B5,-5.760501881,668,1214,,0.55,,
Ca50Mg30Cu20,-2.302321718,402,731,439,0.54993,0.38747,0.206096329
Mg63.5Cu27.5Gd9,-2.386761387,425,773,469,0.54981,0.39149,0.196668437
Ti47.5Zr2.5Cu42.5Ni7.5,-5.870561678,673,1225,720,0.54939,0.37935,0.22555543
Cu45Zr55,-6.466345613,661,1203,729,0.549,0.391,0.197494069
Mg57Cu31Y6.6Nd5.4,-2.386761387,427,778,491,0.54884,0.40747,0.160939889
Mg57Cu31.5Y8Nd3.5,-2.386761387,426,778,501,0.54756,0.41611,0.142657422
Mg65Cu25Gd5Y5,-2.386761387,413,755,486,0.54702,0.4161,0.142602496
Ni57.6Fe14.4B19.2Si4.8Nb4,-6.34711295,755,1381,795,0.547,0.37219,0.242753799
Ti50Cu42.5Ni7.5,-6.009246153,670,1226,708,0.54649,0.37342,0.239578342
Ti40Zr10Cu34Pd16,-6.335883155,672,1231,723,0.5459,0.37993,0.223209303
Ca65Mg10Cu25,-2.67684145,388,711,420,0.54571,0.38217,0.217713141
Ca55Mg20Zn25,-1.82594418,383,702,428,0.54558,0.39447,0.188868113
Fe74Si3.5C12.7Tm0.6P9.1,-8.174795524,717,1318,767,0.544,0.3769,0.2301443
Mg65Cu25Y10,-2.856289631,413,760,473,0.54342,0.40324,0.16897
Ni64.8Fe7.2B19.2Si4.8Nb4,-6.234905919,762,1408,795,0.541,0.36636,0.256186914
Pd16Ni64P20,-5.662555044,567,1048,,0.541,,
Ni69Cr8.5Nb3P13.5B6,-5.760501881,671,1243,,0.54,,
Ca70Mg10Cu20,-2.237603128,385,713,407,0.53997,0.37067,0.244672262
Ca70Mg15Zn15,-1.934044093,371,688,397,0.53924,0.37488,0.233847017
Ti40Zr10Cu30Pd20,-6.335883155,687,1279,747,0.53714,0.37996,0.220799293
Pd80Si20,-5.844767106,655,1220,667,0.537,0.356,0.283342329
Ti40Zr10Cu32Pd18,-6.335883155,683,1272,740,0.53695,0.37852,0.224250443
Fe75.3Si3.5C12.9Tm.6P7.6,-7.977049076,687,1284,752,0.5351,0.3815,0.216454902
Ti50Ni30Cu32Sn3,-6.372326558,686,1283,759,0.53468,0.38547,0.207022193
Ag10Cu35Zr55,-6.466345613,647.0776,1210.869,730.9455,0.534391278,0.393415876,0.188709549
Mg65Cu20Ni5Gd10,-2.102638078,420,786,481,0.534351145,0.398839138,
Ni37Zr63,-7.878340858,700,1313,720,0.533,0.358,0.276742838
Ni72B19.2Si4.8Nb4,-6.111319596,770,1446,795,0.533,0.35875,0.273605297
Ca65Mg5Cu30,-2.67684145,403,757,424,0.53236,0.36552,0.255643326
Au55Cu25Si20,-3.842219455,348,654,383,0.532110092,0.382235529,
Ti50Ni15Cu32Sn3,-6.372326558,686,1283,,0.53,,
Ca50Mg25Zn15Cu10,-1.82594418,383,723,430,0.52974,0.38879,0.19811003
Ca55Mg11Zn11Cu23,-2.37281449,379,717,430,0.52859,0.39234,0.189789334
Mg65Cu25Pr10,-2.386761387,413,784,446,0.52679,0.3726,0.235949224
Zr46.25Ti8.25Cu7.5Ni10Be27.5,-6.74168478,622,1185,727,0.525,0.402,0.167136971
Zr46.75Ti8.25Cu7.5Ni10Be27.5,-6.74168478,622,1185,727,0.52489,0.40232,0.16714
Cu47Ti33Zr11Sn8Si,-5.968889323,699,1333,805,0.524188612,0.395947276,0.18075693
Pd64.5Cu19Si16.5,-5.27466495,640,1234.3,,0.519,,
Zr44Ti11Cu10Ni10Be25,-7.019703618,625,1206,739,0.51824,0.4036,0.16305
Cu40Zr60,-6.466345613,646,1248,707,0.518,0.373,0.231565772
Mg80Ni10Nd10,-2.263728027,454,878,471,0.51708,0.3536,0.28222
Ca55Mg10Cu35,-2.67684145,397,770,422,0.51558,0.36161,0.260382763
Ag35Ca65,-2.5935503,447,868,437,0.515,0.332,0.343035386
Sr75Zn25,-1.462754588,380,738,,0.515,,
Ca65Mg25Zn10,-1.887705263,387,759,405,0.50988,0.3534,0.28015913
Au35Ca65,-3.159280611,567,1116,,0.508,,
Ca70Mg20Cu10,-1.875964028,356,702,385,0.50712,0.36389,0.251705303
Mg35Sr65,-1.671003602,383,756,,0.507,,
Ca60Mg25Zn15,-1.82594418,377,744,409,0.50672,0.36485,0.249146673
Pd30Zr70,-7.911698737,680,1343,690,0.506,0.341,0.313238339
Ni40Zr60,-7.47341759,713,1413,735,0.505,0.346,0.299324848
Zr65Be35,-6.947110564,623,1238,623,0.50323,0.33477,0.33047
Zr45.38Ti9.62Cu8.75Ni10Be26.25,-6.74168478,623,1239,740,0.50282,0.39742,0.17272
Ca55Mg25Zn20,-1.82594418,375,751,418,0.49933,0.37123,0.231053604
Ti63Be37,-6.471535437,673,1353,673,0.49741,0.33218,0.33564
Be32.5Zr67.5,-6.947110564,614,1238,,0.496,,
Cu33.5Zr66.5,-7.073409987,631,1273,690,0.496,0.362,0.251677628
Ni28Zr72,-7.813158278,642,1313,664,0.489,0.34,0.310089976
Pd75Si25,-5.844767106,656,1343,656,0.48846,0.32816,0.34367
Mg77Ni18Nd5,-2.263728027,429,887,437,0.48365,0.33207,0.32972
Cu28Zr72,-7.167059444,600,1268,666,0.473,0.356,0.258502614
Au77Si9.4Ge13.6,-3.555747098,293,625,,0.469,,
Au77.8Si8.4Ge13.8,-3.555747098,293,629,293,0.46582,0.31779,0.36443
Be40Zr60,-6.479342156,623,1343,673,0.464,0.342,0.291931634
Mg90Ni5Nd5,-1.83504342,426,919,449,0.46355,0.33383,0.31532
Be45Zr55,-6.479342156,646,1413,681,0.457,0.331,0.32111592
Be50Zr50,-6.250971665,672,1473,682,0.456,0.318,0.358763817
Be30Zr70,-6.947110564,613,1393,648,0.44,0.323,0.334821154
Ca65Cu35,-2.67684145,438,1033,441,0.424,0.3,0.397684023
Cu25Zr75,-7.307429458,571,1363,618,0.419,0.32,0.333462181
Ca65Mg35,-1.887705263,411,987,414,0.417,0.296,0.404770791
Pd95Si5,-5.17671826,647,1688,647,0.38329,0.27709,0.44582
Fe91B9,-8.24384882,600,1628,600,0.36855,0.2693,0.4614
Ag10Cu20Zr70,-7.307429458,625.5658,,664.274,,,
Ag10Cu25Zr65,-7.167059444,625.8273,,690.3411,,,
Ag20Cu30Zr50,-5.910399823,669,,,,,
Ag20Cu35Zr45,-5.910399823,680,,,,,
Ag20Cu40Zr40,-4.840594137,698,1209.079,,,,
Ag30Cu30Zr40,-4.840594137,677,,,,,
Ca57Mg19Cu24,-2.302321718,404,,440,,,
Ca67Mg19Cu14,-1.875964028,387,,407,,,
Mg65Cu15Ag5Pd5Y10,-2.856289631,437,,471,,,
Mg65Cu20Zn5Y10,-2.856289631,404,,456,,,
Mg80Cu10Y10,-2.385871622,427,,448,,,
